CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
24576.r003		person	Garland, Jane, 1933-2009	1933^Birth#2009^Death						Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Garland, Jane, 1933-2009
24576.r004	n79058183	person	Jones, Jennifer, 1919-2009	1919^Birth#2009^Death						Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Jones, Jennifer, 1919-2009
24576.r005	n50019948	person	Plimpton, George							Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Plimpton, George
24576.r006	n81152463	person	Sedgwick, Edie							Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Sedgwick, Edie
24576.r007	n84230539	person	Southern, Terry							Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Southern, Terry
24576.r008		person	Stein, Jules C., 1896-1981	1896^Birth#1981^Death						Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Stein, Jules C., 1896-1981
24576.r009	n79122680	person	Warhol, Andy, 1928-1987	1928^Birth#1987^Death						Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Warhol, Andy, 1928-1987
24576.r010	n85378842	person	Warner, Jack L., 1892-1978	1892^Birth#1978^Death						Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Warner, Jack L., 1892-1978
24576.r011		family	Vanden Heuvel family							Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Vanden Heuvel family
24576.r012		corporateBody	Grand Street, 1981-2004							Jean Stein papers, 1916-2016 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/24576.xml	Grand Street (1981-2004)
25287.r001	n92109324	person	King, Carol Weiss, 1895-1952	1895^Birth#1952^Death						Carnegie-Myrdal Study of the Negro in America research memoranda collection: additions, 1940-1942 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25287.xml	King, Carol Weiss, 1895-1952
25287.r002		person	Myrdal, Gunnar, 1898-	1898^Birth						Carnegie-Myrdal Study of the Negro in America research memoranda collection: additions, 1940-1942 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25287.xml	Myrdal, Gunnar, 1898-
25287.r003	n50019876	person	White, Walter, 1893-1955	1893^Birth#1955^Death						Carnegie-Myrdal Study of the Negro in America research memoranda collection: additions, 1940-1942 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25287.xml	White, Walter, 1893-1955
25287.c01		corporateBody	Carnegie Corporation of New York		African Americans -- Economic conditions -- Research#African Americans -- Social conditions -- Research	United States			<biogHist><p>The Carnegie-Myrdal Study of the Negro in America, also known as the "Carnegie-Myrdal Research Memoranda" is a comprehensive study of African Americans researched by a team of African-American and white social scientists. The study was sponsored by the Carnegie Corporation in 1939 for the purpose of providing the background for Gunnar Myrdal's book, "An American Dilemma" (New York: Harper & Brother Publisher, 1944).</p></biogHist>	Carnegie-Myrdal Study of the Negro in America research memoranda collection: additions, 1940-1942 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/25287.xml	Carnegie Corporation of New York
24833.c01	n79038464	person	Cummings, E. E. (Edward Estlin), 1894-1962	1894^Birth#1962^Death	Poetry -- Study and teaching#Poets, American -- 20th century		Educators#Poets			Remarks occassioned [sic] by poetry : typescript with corrections / E. Estlin Cummings, 1916 May 29 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/24833.xml	Cummings, E. E. (Edward Estlin), 1894-1962
24833.r001	no91011862	person	Briggs, Le Baron Russell, 1855-1934	1855^Birth#1934^Death						Remarks occassioned [sic] by poetry : typescript with corrections / E. Estlin Cummings, 1916 May 29 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/24833.xml	Briggs, Le Baron Russell, 1855-1934
24833.r002		corporateBody	Harvard University							Remarks occassioned [sic] by poetry : typescript with corrections / E. Estlin Cummings, 1916 May 29 (The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.)	http://archives.nypl.org/brg/24833.xml	Harvard University -- Students.
24832.c01	n50010678	person	Petry, Ann, 1908-1997	1908^Birth#1997^Death	African American authors#African American women authors#African Americans in literature#American literature -- 20th century#American literature -- African American authors#Black author#Women authors, Black				<biogHist><p>Ann Petry (originally Anna Houston Lane) was born on October 12, 1908, in Old Saybrook, Connecticut, to Peter Clark Lane and Bertha James Lane. Petry's father was a pharmacist who owned drugstores in Old Saybrook and nearby Old Lyme and her mother was a chiropodist and entrepreneur. Petry was the youngest of two girls. Her older sister's name was Helen Lane (later Bush after marriage). Petry hailed from four generations of African Americans living in the predominantly white, middle class town of Old Saybrook. Stories of her ancestors' hardships in New England planted the creative seeds of inspiration that would eventually become central to her writings. Petry began penning short stories and one-act plays while in high school. However, much of her time was spent working at the family pharmacy. Upon graduating high school, she briefly attended Hampton Normal and Agricultural Institute in Hampton, VA where she studied Home Economics. This area of study was not to her liking. So, in keeping with family tradition (in addition to her father, Petry's aunt, Anna Louise James, was also a pharmacist), she decided to become a pharmacist. She attended the Connecticut College of Pharmacy and earned a graduate degree in 1931.</p><p>For the next few years, she worked as a pharmacist at the family drugstore while continuing to write short stories in her spare time. In 1938, Ann married George David Petry and moved to New York City to pursue her literary ambitions of becoming a writer. Throughout their time in New York, they lived on Edgecombe Ave., on East 129th St., and eventually in a leftist housing complex in the Bronx, and potentially other locations. While living in New York City, Petry visited a numerologist who told her that she would never be successful unless she dropped the extra "a" from her first name. Thus, Anna became Ann.</p><p>Petry's decade in Harlem was rich, dense, productive, and successful. Upon her arrival in Harlem, she soon found work selling advertising space for the Amsterdam News, a weekly Harlem publication. She then became a reporter for a weekly paper published by Adam Clayton Powell, Jr. called, the People's Voice. Petry contributed a women's column called "The Lighter Side" which covered social events and news stories. She taught for the NAACP and at PS 101. Petry was also involved in the arts as an actress. Her debut performance was at the American Negro Theater in a comedy called, On Striver's Row, written by Abram Hill. She also took drawing classes at the Harlem Art Center and her husband, George, took weaving classes. She was co-founder of Negro Women Incorporated along with Dollie Lowther Robinson. Negro Women Incorporated was a women's advocacy group that sought to "help women get their money's worth" and was affiliated with the People's Committee, founded by Adam Clayton Powell, Jr.</p><title>Amsterdam News</title><title>People's Voice</title><title>On Striver's Row</title><p>To assist in her literary pursuits, Petry enrolled in Mabel Louise Robinson's writing class at Columbia University. Her first short fiction, a romance-suspense piece titled, "Marie of the Cabin Club", was published in 1939 in The Afro American under male pseudonym, Arnold Petri. From 1938 until 1944, Petry wrote numerous short stories for literary journals. The initial chapters of The Street won Petry the 1945 Houghton Mifflin Literary Fellowship, which served as a turning point in her career. The Street tells the story of protagonist, Lutie Johnson, a single mother trying to provide a better life for her son than could realistically be had amidst the poverty of West 116th St. in Harlem. The book was an instant hit, selling a million and a half copies. It received numerous, positive reviews, being favorably compared with Richard Wright's Native Son, and was widely published and translated into French, Spanish, Japanese, and Portuguese. Country Place, Petry's second novel, was published the following year in 1947.</p><title>The Afro American</title><title>The Street</title><title>The Street</title><title>Native Son</title><title>Country Place</title><p>Ultimately, the success of The Street made Petry a much sought-after but reluctant interview subject and speaker, who would inevitably, if futilely, strive for a secluded writing life in Connecticut. In 1948, after becoming an established writer, Petry and her husband moved back to Old Saybrook. Petry gave birth to her only child, Elisabeth (Liz) Ann Petry, on January 28, 1949. As a departure from her novels, Petry's first foray into the world of children's books also occurred in 1949 with the publication of Drugstore Cat. Petry's subsequent publications include her third novel, The Narrows, published in 1953; Harriet Tubman: Conductor of the Underground Railroad, published in 1955; Tituba of Salem Village, published in 1964; Legends of the Saints, in 1970; and a book of short stories titled Miss Muriel and Other Stories, published in 1971.</p><title>The Street</title><title>Drugstore Cat</title><title>The Narrows</title><title>Harriet Tubman: Conductor of the Underground Railroad</title><title>Tituba of Salem Village</title><title>Legends of the Saints</title><title>Miss Muriel and Other Stories</title><p>From 1973-1975, Petry briefly moved to Hawaii to serve as a Visiting Professor in the English Department at the University of Hawaii. When she returned to Old Saybrook, much of her time was divided between writing, parenting, and providing care and assistance to other ailing family members. Petry passed away on April 28, 1997.</p></biogHist>	Ann Petry papers, 1920-2012 (The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.)	http://archives.nypl.org/scm/24832.xml	Petry, Ann, 1908-1997
